id,word,part_of_speech,phonetic,level,sources,tags,ko_first,ko_joined,en_definitions_joined,definitions_count,examples_joined,needs_korean_gloss
7fd3d01408bb90f3,evacuate,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_22 | dictionary | open_source | wordnet,"비다, 비우다, 명도하다, 배설하다, 철병하다","비다, 비우다, 명도하다, 배설하다, 철병하다","excrete or discharge from the body || empty completely || create a vacuum in (a bulb, flask, reaction vessel) || move out of an unsafe location into safety || move people from their homes or country",5,"evacuate the bottle || After the earthquake, residents were evacuated",0
3709214fb349c5b5,evaluate,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,평가하다,평가하다,"form a critical opinion of || evaluate or estimate the nature, quality, ability, extent, or significance of",2,I cannot judge some works of modern art || How do you evaluate this grant proposal? || We shouldn't pass judgment on other people,0
305dcffcfc4e3b21,eventual,,,AVL,AVL | Kengdic | cc-kedict,avl | band_12 | needs_definition | open_source,"궁극적, 있을 수 있는","궁극적, 있을 수 있는",Open-source vocabulary entry for IELTS offline study: eventual.,1,,0
b3ce3aa49140e670,everyday,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_6 | dictionary | open_source | wordnet,"만날, 맨날, 일상, 일일, 진부","만날, 맨날, 일상, 일일, 진부",commonplace and ordinary || appropriate for ordinary or routine occasions || found in the ordinary course of events; ; ; - Anita Diamant,3,the familiar everyday world || casual clothes || everyday clothes,0
a49a78f944bf1f73,everyone,,,AVL,AVL | Kengdic | cc-kedict,avl | band_3 | needs_definition | open_source,"저마다, 각자, 다들, 만인, 일동","저마다, 각자, 다들, 만인, 일동",Open-source vocabulary entry for IELTS offline study: everyone.,1,,0
2b4f6d4d6f2d079e,eviction,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_32 | dictionary | open_source | wordnet,퇴거 명령,퇴거 명령,the expulsion of someone (such as a tenant) from the possession of land by process of law || action by a landlord that compels a tenant to leave the premises (as by rendering the premises unfit for occupancy); no physical expulsion or legal process is involved,2,,0
100ec4462dec34f6,evidence,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_1 | band_12 | dictionary | open_source | wordnet,"쥐다, 증, 반증, 실증, 증거","쥐다, 증, 반증, 실증, 증거","your basis for belief or disbelief; knowledge on which to base belief || an indication that makes something evident || (law) all the means by which any alleged matter of fact whose truth is investigated at judicial trial is established or disproved || provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes || give evidence || provide evidence for",6,the evidence that smoking causes lung cancer is very compelling || his trembling was evidence of his fear || His high fever attested to his illness,0
46a86671118ced4d,evident,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"뻔하다, 명백한","뻔하다, 명백한",capable of being seen or noticed || clearly revealed to the mind or the senses or judgment,2,a discernible change in attitude || a clearly evident erasure in the manuscript || an observable change in behavior,0
644588b073b3c51e,evolutionary,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,진화적인,진화적인,of or relating to or produced by evolution,1,evolutionary biology,0
1607c4c0608aa898,evolving,,,AVL,AVL,avl | band_18 | needs_definition | needs_korean_gloss | open_source,한국어 뜻 보강 필요,한국어 뜻 보강 필요,Open-source vocabulary entry for IELTS offline study: evolving.,1,,1
3d60a6e47d8a40e5,exacting,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_30 | dictionary | open_source | wordnet,"고된, 쓰라리다, 힘들어하다, 가혹한, 강제로 징수하는","고된, 쓰라리다, 힘들어하다, 가혹한, 강제로 징수하는",requiring precise accuracy || severe and unremitting in making demands || having complicated nutritional requirements; especially growing only in special artificial cultures,3,an exacting job || became more exigent over his pronunciation || an exacting instructor,0
0223640c31465fb9,examined,,,AVL,AVL,avl | band_39 | needs_definition | needs_korean_gloss | open_source,한국어 뜻 보강 필요,한국어 뜻 보강 필요,Open-source vocabulary entry for IELTS offline study: examined.,1,,1
9b4957085b1f86a3,examiner,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,"검사관, 시험관, 실사자","검사관, 시험관, 실사자",an investigator who observes carefully || someone who administers a test to determine your qualifications,2,the examiner searched for clues,0
d55712daed6c4dac,excavate,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_13 | dictionary | open_source | wordnet,"캐다, 도려내다, 발굴하다","캐다, 도려내다, 발굴하다",remove the inner part or the core of || form by hollowing || find by digging in the ground || recover through digging,4,the mining company wants to excavate the hillside || Carnegie had a lake excavated for Princeton University's rowing team || excavate a cavity,0
a3497f3e45b19383,exchange,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | band_3 | dictionary | open_source | wordnet,"교류, 교환, 교환하다, 환율, 거래소","교류, 교환, 교환하다, 환율, 거래소",(chess) the capture by both players (usually on consecutive moves) of pieces of equal value || (chess) gaining (or losing) a rook in return for a knight or bishop || the act of putting one thing or person in the place of another: || reciprocal transfer of equivalent sums of money (especially the currencies of different countries) || the act of giving something in return for something received || the act of changing one thing for another thing,6,the endgame began after the exchange of queens || black lost the exchange || he sent Smith in for Jones but the substitution came too late to help,0
da0ded7ec54aed79,excision,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_18 | dictionary | open_source | wordnet,"삭제, 절단, 절제","삭제, 절단, 절제",the act of pulling up or out; uprooting; cutting off from existence || the act of banishing a member of a church from the communion of believers and the privileges of the church; cutting a person off from a religious society || surgical removal of a body part or tissue || the omission that is made when an editorial change shortens a written passage,4,an editor's deletions frequently upset young authors || both parties agreed on the excision of the proposed clause,0
29324637de6f924f,exciting,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_8 | dictionary | open_source | wordnet,"간간하다, 대박, 도발, 자릿하다, 짜릿하다","간간하다, 대박, 도발, 자릿하다, 짜릿하다",creating or arousing excitement || stimulating interest and discussion,2,an exciting account of her trip || an exciting novel,0
7471fce8530d7bd0,excluded,,,AVL,AVL | Kengdic | cc-kedict,avl | band_37 | needs_definition | open_source,제외되다,제외되다,Open-source vocabulary entry for IELTS offline study: excluded.,1,,0
39ae89e0a135945a,execute,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"시행하다, 집행하다, 서명 날인하다","시행하다, 집행하다, 서명 날인하다","sign in the presence of witnesses || put in effect || carry out or perform an action || kill as a means of socially sanctioned punishment || murder in a planned fashion || carry out a process or program, as on a computer or a machine",6,The President executed the treaty || carry out a task || execute the decision of the people,0
1e21474598882786,execution,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"수행, 실시, 실행, 이행, 집행","수행, 실시, 실행, 이행, 집행",the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it || unlawful premeditated killing of a human being by a human being || the act of accomplishing some aim or executing some order || putting a condemned person to death || a routine court order that attempts to enforce the judgment that has been granted to a plaintiff by authorizing a sheriff to carry it out || (law) the completion of a legal instrument (such as a contract or deed) by signing it (and perhaps sealing and delivering it) so that it becomes legally binding and enforceable,6,they criticised his performance as mayor || experience generally improves performance || the agency was created for the implementation of the policy,0
1b4f3519f84af83f,exegesis,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_24 | dictionary | open_source | wordnet,주석,주석,an explanation or critical interpretation (especially of the Bible),1,,0
e9fe45a592c9309e,exemplar,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_21 | dictionary | open_source | wordnet,"거울, 본보기","거울, 본보기",something to be imitated,1,an exemplar of success || a model of clarity || he is the very model of a modern major general,0
eb70d1fcdf826fda,exercise,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | band_4 | dictionary | open_source | wordnet,"걸다, 과제, 교정하다, 분별하다, 연습","걸다, 과제, 교정하다, 분별하다, 연습","an action, often used negatively and without consequences || the activity of exerting your muscles in various ways to keep fit || a task performed or problem solved in order to develop skill or understanding || systematic training by multiple repetitions || the act of using || (usually plural) a ceremony that involves processions and speeches",6,an exercise in futility || an exercise in cheap talk || the doctor recommended regular exercise,0
47809b7ae6fbddc4,exertion,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_21 | dictionary | open_source | wordnet,"근로, 발위, 분발, 진력, 노심초사","근로, 발위, 분발, 진력, 노심초사",use of physical or mental energy; hard work,1,he got an A for effort || they managed only with great exertion,0
9cd7bae3b4a53a90,exigency,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_29 | dictionary | open_source | wordnet,"급무, 급박하다, 긴박, 위급, 급박히","급무, 급박하다, 긴박, 위급, 급박히",a sudden unforeseen crisis (usually involving danger) that requires immediate action || a pressing or urgent situation,2,he never knew what to do in an emergency || the health-care exigency,0
b047ce965443f237,existent,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_40 | dictionary | open_source | wordnet,"목하의, 존재하는 것","목하의, 존재하는 것",presently existing in fact and not merely potential or possible || having existence or being or actuality || being or occurring in fact or actuality; having verified existence; not illusory; ; ; ; ; ; - Longfellow,3,the predicted temperature and the actual temperature were markedly different || actual and imagined conditions || an attempt to refine the existent machinery to make it more efficient,0
637487c884f6dd9a,existing,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,는,는,having existence or being or actuality || presently existing || existing in something specified,3,an attempt to refine the existent machinery to make it more efficient || much of the beluga caviar existing in the world is found in the Soviet Union and Iran || the existing system,0
de3ac21778e51de1,exit,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_12 | band_15 | dictionary | nawl | open_source | wordnet,"나감, 출구, 퇴장, 퇴장하다, 출국세","나감, 출구, 퇴장, 퇴장하다, 출국세",the act of going out || an opening that permits escape or release || euphemistic expressions for death || pass from physical life and lose all bodily attributes and functions necessary to sustain life || lose the lead || move out of or depart from,6,he blocked the way out || the canyon had only one issue || thousands mourned his passing,0
86c34f615f3ebb8e,expanded,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | dictionary | open_source | wordnet,"평체인, 부연설명, 팽창한, 확대한, 발포 플라스틱","평체인, 부연설명, 팽창한, 확대한, 발포 플라스틱",increased in extent or size or bulk or scope,1,,0
5dcbdf371f181b9b,expected,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_7 | dictionary | open_source | wordnet,"기대되다, 기대값","기대되다, 기대값",considered likely or probable to happen or arrive,1,prepared for the expected attack,0
cd4ebec97fe05087,expedite,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_36 | dictionary | open_source | wordnet,"재촉하다, 촉진하다, 재빨리 해치우다","재촉하다, 촉진하다, 재빨리 해치우다",process fast and efficiently || speed up the progress of; facilitate,2,I will try to expedite the matter || This should expedite the process,0
b389d89ce852030f,expertise,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,"전문, 조예, 전문적의견","전문, 조예, 전문적의견",skillfulness by virtue of possessing special knowledge,1,,0
a45c2264b8cab0f1,explicit,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,"노골적, 명백한","노골적, 명백한",precisely and clearly expressed or readily observable; leaving nothing to implication || in accordance with fact or the primary meaning of a term,2,explicit instructions || she made her wishes explicit || explicit sexual scenes,0
f29fb922c9bc4dad,explicitly,adverb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,수동,수동,in an explicit manner,1,in his foreword Professor Clark puts it explicitly,0
256abbae4f91defe,exploit,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_23 | band_7 | dictionary | nawl | open_source | wordnet,"개발하다, 개척하다, 미끼삼다, 쥐어짜다, 착취하다","개발하다, 개척하다, 미끼삼다, 쥐어짜다, 착취하다",a notable achievement || use or manipulate to one's advantage || draw from; make good use of || work excessively hard,4,he performed a great feat || the book was her finest effort || He exploit the new taxation system,0
f5da25704af3ebd5,explorer,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | dictionary | open_source | wordnet,"탐구자, 탐험가","탐구자, 탐험가",a commercial browser || someone who travels into little known regions (especially for some scientific purpose),2,,0
69cc8412997be34d,exponent,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_23 | dictionary | open_source | wordnet,"지수, 대표물, 멱지수, 대표적인물","지수, 대표물, 멱지수, 대표적인물",a mathematical notation indicating the number of times a quantity is multiplied by itself || someone who expounds and interprets or explains || a person who pleads for a cause or propounds an idea,3,,0
dc606218848a18d5,exponential,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_25 | dictionary | nawl | open_source | wordnet,"기하급수적, 지수의","기하급수적, 지수의",a function in which an independent variable appears as an exponent || of or involving exponents,2,exponential growth,0
5ba5b728b19031a3,exporter,noun,,AVL,AVL | WordNet,avl | band_16 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,a businessperson who transports goods abroad (for sale),1,,1
aea93ac556106ea9,exposure,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,"노출, 적발, 노출계, 버려둠, 노광지수","노출, 적발, 노출계, 버려둠, 노광지수",the act of subjecting someone to an influencing experience || abandoning without shelter or protection (as by leaving an infant out in the open) || presentation to view in an open or public manner || the act of exposing film to light || a representation of a person or scene in the form of a print or transparent slide or in digital format || vulnerability to the elements; to the action of heat or cold or wind or rain,6,she denounced the exposure of children to pornography || the exposure of his anger was shocking || exposure to the weather,0
a74a18cfae627c70,extended,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_7 | dictionary | open_source | wordnet,"뻗친, 확장되다, 평체인, 확대 가족, 장기간에 걸친","뻗친, 확장되다, 평체인, 확대 가족, 장기간에 걸친",large in spatial extent or range or scope or quantity || beyond the literal or primary sense || fully extended or stretched forth || drawn out or made longer spatially || relatively long in duration; tediously protracted,5,an extensive Roman settlement in northwest England || extended farm lands || surgeons with extended experience,0
1854197586736df3,extensor,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_29 | dictionary | open_source | wordnet,신축근,신축근,a skeletal muscle whose contraction extends or stretches a body part,1,,0
8b112ee8cb347858,exterior,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_20 | band_21 | dictionary | open_source | wordnet,"내외, 안팎, 외면, 외부, 표면","내외, 안팎, 외면, 외부, 표면",the outer side or surface of something || the region that is outside of something || situated in or suitable for the outdoors or outside of a building,3,an exterior scene || exterior grade plywood || exterior paints,0
59d8f3ec5b13131f,external,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,"외연, 외채, 표기, 수나사, 외음부","외연, 외채, 표기, 수나사, 외음부","outward features || happening or arising or located outside or beyond some limits or especially surface || purely outward or superficial; ; - A.R.Gurney,Jr. || from or between other countries || coming from the outside",5,he enjoyed the solemn externals of religion || the external auditory canal || external pressures,0
52e72911b15415c6,eyeglass,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_37 | dictionary | open_source | wordnet,안경알,안경알,lens for correcting defective vision in one eye; held in place by facial muscles,1,,0
d26af1ad419f954d,eyepiece,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_12 | dictionary | open_source | wordnet,접안렌즈,접안렌즈,combination of lenses at the viewing end of optical instruments,1,,0
b9b4abd233d379ae,eyesight,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_39 | dictionary | open_source | wordnet,"시각, 시력","시각, 시력",normal use of the faculty of vision,1,,0
19d3cef9dd655b3c,fabric,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_9 | dictionary | nawl | open_source | wordnet,"감, 모시, 옷감, 직물, 피륙","감, 모시, 옷감, 직물, 피륙",artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers || the underlying structure,2,the fabric in the curtains was light and semitransparent || woven cloth originated in Mesopotamia around 5000 BC || she measured off enough material for a dress,0
f4875f95f99aa831,fabulous,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_23 | dictionary | open_source | wordnet,"특출하다, 비사실적인, 굉장한, 믿어지지 않는","특출하다, 비사실적인, 굉장한, 믿어지지 않는",barely credible || extremely pleasing || based on or told of in traditional stories; lacking factual basis or historical validity,3,the fabulous endurance of a marathon runner || a fabulous vacation || mythical centaurs,0
ca7fcd046940ef10,facet,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_13 | dictionary | nawl | open_source | wordnet,"간면, 낱눈, 홀눈, 요모조모, 이모저모","간면, 낱눈, 홀눈, 요모조모, 이모저모",a distinct feature or element in a problem || a smooth surface (as of a bone or cut gemstone),2,he studied every facet of the question,0
04fef6d9820c1233,facilitate,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_4 | dictionary | nawl | open_source | wordnet,"촉진하다, 쉽게 하다","촉진하다, 쉽게 하다",make easier || increase the likelihood of (a response) || be of use,3,you could facilitate the process by sharing your knowledge || The stimulus facilitates a delayed impulse || This will help to prevent accidents,0
fa9025259c8733bf,facility,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | dictionary | open_source | wordnet,"기지, 쉬움, 요소, 재간, 편익","기지, 쉬움, 요소, 재간, 편익",a service that an organization or a piece of equipment offers you || something designed and created to serve a particular function and to afford a particular convenience or service || a building or place that provides a particular service or is used for a particular industry || a natural effortlessness; ; --Jane Austen || skillful performance or ability without difficulty,5,a cell phone with internet facility || catering facilities || toilet facilities,0
7a7bc4496e501462,factor,noun,/ˈfæktər/,AWL,AVL | AWL | Kengdic | WordNet | cc-kedict,academic | analysis | avl | band_1 | band_24 | dictionary | open_source | wordnet,"율, 계수, 원인, 인수, 인자","율, 계수, 원인, 인수, 인자",one of several things that influence a result || (genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity || an independent variable in statistics || an abstract part of something || anything that contributes causally to a result || a businessman who buys or sells for another in exchange for a commission,6,Cost is a major factor in students' choice of accommodation. || genes were formerly called factors || jealousy was a component of his character || two constituents of a musical composition are melody and harmony,0
2bd70faaff2dc314,factorial,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_27 | dictionary | nawl | open_source | wordnet,"계승, 요인분석, 대리상의","계승, 요인분석, 대리상의",the product of all the integers up to and including a given integer || of or relating to factorials,2,"1, 2, 6, 24, and 120 are factorials",0
5cee1c23e1604e9a,faculty,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_2 | dictionary | nawl | open_source | wordnet,"과, 수완, 학부, 동업자 단체, 학부의 교수단","과, 수완, 학부, 동업자 단체, 학부의 교수단",one of the inherent cognitive or perceptual powers of the mind || the body of teachers and administrators at a school,2,the dean addressed the letter to the entire staff of the university,0
caab55b7b551454c,fairness,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_12 | dictionary | open_source | wordnet,"공정, 공평, 금빛, 예쁨, 형평성","공정, 공평, 금빛, 예쁨, 형평성",the quality of being good looking and attractive || conformity with rules or standards || the property of having a naturally light complexion || ability to make judgments free from discrimination or dishonesty,4,the judge recognized the fairness of my claim,0
9bfdd8b52bec6cbd,faithful,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_9 | dictionary | open_source | wordnet,"참되다, 진실하다, 치중하다, 고굉지신, 참따랗게","참되다, 진실하다, 치중하다, 고굉지신, 참따랗게","a group of people who adhere to a common faith and habitually attend a given church || any loyal and steadfast following || marked by fidelity to an original || steadfast in affection or allegiance || not having sexual relations with anyone except your husband or wife, or your boyfriend or girlfriend",5,a close translation || a faithful copy of the portrait || a faithful rendering of the observed facts,0
5b9557246364c2a7,familial,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_14 | dictionary | open_source | wordnet,"가족성의, 가족 특유의","가족성의, 가족 특유의",occurring among members of a family usually by heredity || relating to or having the characteristics of a family,2,an inherited disease || familial traits || genetically transmitted features,0
1b7e649fe6adac88,familiar,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_4 | dictionary | open_source | wordnet,"익다, 친하다, 비근하다, 스스럼없다, 하게체","익다, 친하다, 비근하다, 스스럼없다, 하게체",a spirit (usually in animal form) that acts as an assistant to a witch or wizard || a friend who is frequently in the company of another || a person attached to the household of a high official (as a pope or bishop) who renders service in return for support || having mutual interests or affections; of established friendship || well known or easily recognized || within normal everyday experience; common and ordinary; not strange,6,drinking companions || comrades in arms || on familiar terms,0
cfd2aa9c66ba5c30,famously,adverb,,AVL,AVL | WordNet,avl | band_19 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,extremely well || in a manner or to an extent that is well known,2,he did splendidly in the exam || we got along famously || in his famously anecdotal style,1
30b57fb50b68db74,fanciful,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_31 | dictionary | open_source | wordnet,"변덕스런, 기발한","변덕스런, 기발한",indulging in or influenced by fancy || having a curiously intricate quality || not based on fact; existing only in the imagination; - F.D.Roosevelt,3,a fanciful mind || all the notional vagaries of childhood || a fanciful pattern with intertwined vines and flowers,0
43c86a6f50dcf182,farewell,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_24 | dictionary | open_source | wordnet,"고별, 이별, 작별, 안녕!, 작별의 인사","고별, 이별, 작별, 안녕!, 작별의 인사",the act of departing politely || an acknowledgment or expression of goodwill at parting,2,he disliked long farewells || he took his leave || parting is such sweet sorrow,0
5e9c0c4eef3ed1bf,farmland,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_18 | dictionary | open_source | wordnet,농지,농지,a rural area where farming is practiced || arable land that is worked by plowing and sowing and raising crops,2,,0
2334031e50010c34,fastener,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_25 | dictionary | open_source | wordnet,"스냅, 지퍼, 클립, 죄는금속구, 잠그는 사람","스냅, 지퍼, 클립, 죄는금속구, 잠그는 사람",restraint that attaches to something or holds something in place || a person who fastens or makes fast,2,he found the door fastened and wondered who the fastener was,0
887fa98705e170bd,fat-free,adjective,,AVL,AVL | WordNet,avl | band_26 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,without fat or fat solids,1,nonfat or fat-free milk,1
328ffe804be2ddee,fatalism,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_35 | dictionary | open_source | wordnet,"숙명론, 운명론","숙명론, 운명론",a philosophical doctrine holding that all events are predetermined in advance for all time and human beings are powerless to change them || a submissive mental attitude resulting from acceptance of the doctrine that everything that happens is predetermined and inevitable,2,,0
36c5a35b6c8943c7,fatality,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_24 | dictionary | open_source | wordnet,"불치, 참사, 사고율, 사망자, 치사상","불치, 참사, 사고율, 사망자, 치사상",the quality of being able to cause death or fatal disasters || a death resulting from an accident or a disaster,2,a decrease in the number of automobile fatalities,0
4feba2dd048807c7,fatigue,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_38 | band_8 | dictionary | nawl | open_source | wordnet,"노역, 사역, 피곤, 피로, 사역반","노역, 사역, 피곤, 피로, 사역반",labor of a nonmilitary kind done by soldiers (cleaning or digging or draining or so on) || (always used with a modifier) boredom resulting from overexposure to something || temporary loss of strength and energy resulting from hard physical or mental work || used of materials (especially metals) in a weakened state caused by long stress || exhaust or get tired through overuse or great strain or stress || lose interest or become bored with something or somebody,6,the soldiers were put on fatigue to teach them a lesson || they were assigned to kitchen fatigues || he was suffering from museum fatigue,0
75017a36ec07fd4c,favorite,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | band_6 | dictionary | open_source | wordnet,애마,애마,something regarded with special favor or liking || a special loved one || a competitor thought likely to win || appealing to the general public,4,that book is one of my favorites || a favorite tourist attraction,0
d18e447b972bd015,fearless,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_37 | dictionary | open_source | wordnet,"모질다, 포호빙하, 겁 없는, 무서워하지 않는","모질다, 포호빙하, 겁 없는, 무서워하지 않는",oblivious of dangers or perils or calmly resolute in facing them || invulnerable to fear or intimidation,2,audacious explorers || fearless reporters and photographers || intrepid pioneers,0
d6bd3a25626e7923,fearsome,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_40 | dictionary | open_source | wordnet,무서운,무서운,causing fear or dread or terror,1,the awful war || an awful risk || dire news,0
5735a53c9b22e072,feasible,adjective,/ˈfiːzəbl/,C1,AVL | Oxford | WordNet,avl | band_10 | dictionary | needs_korean_gloss | open_source | policy | wordnet | writing,실현 가능한,실현 가능한 ; 한국어 뜻 보강 필요,possible and practical to do || capable of being done with means at hand and circumstances as they are,2,A complete ban on cars is not feasible in many large cities.,1
556c98354e65c195,featured,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_35 | dictionary | open_source | wordnet,주요프로로 하는,주요프로로 하는,having facial features as specified; usually used in combination || made a feature or highlight; given prominence,2,a grim-featured man || a featured actor || a featured item at the sale,0
ef15f48c9654b857,feedback,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_4 | dictionary | nawl | open_source | wordnet,"반향, 피드백, 종합작용, 재생의, 피드백의","반향, 피드백, 종합작용, 재생의, 피드백의",response to an inquiry or experiment || the process in which part of the output of a system is returned to its input in order to regulate its further output,2,,0
e50842b0c5b2ca31,feminine,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_9 | dictionary | open_source | wordnet,"여성스럽다, 여성운, 여자다운, 여성 어미, 여성 행말","여성스럽다, 여성운, 여자다운, 여성 어미, 여성 행말",a gender that refers chiefly (but not exclusively) to females or to objects classified as female || associated with women and not with men || befitting or characteristic of a woman especially a mature woman || of grammatical gender || (music or poetry) ending on an unaccented beat or syllable,5,feminine intuition || womanly virtues of gentleness and compassion || a feminine ending,0
a74e58b91e86e735,feminism,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_12 | dictionary | open_source | wordnet,"페미니즘, 여성 신장론, 남녀 동권주의","페미니즘, 여성 신장론, 남녀 동권주의",the movement aimed at equal rights for women || a doctrine that advocates equal rights for women,2,,0
cb0724c0d1e0dd63,feminist,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | band_7 | dictionary | open_source | wordnet,"페미니스트, 여권 주장자, 여권 확장론자","페미니스트, 여권 주장자, 여권 확장론자",a supporter of feminism || of or relating to or advocating equal rights for women,2,feminist critique,0
0ef6a5a5da4df9d5,ferocity,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_41 | dictionary | open_source | wordnet,잔인성,잔인성,the property of being wild or turbulent,1,the storm's violence,0
8f562fd6376812b9,fertility,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_9 | dictionary | nawl | open_source | wordnet,"다산, 비옥, 지력, 풍요","다산, 비옥, 지력, 풍요",the property of producing abundantly and sustaining vigorous and luxuriant growth || the state of being fertile; capable of producing offspring || the ratio of live births in an area to the population of that area; expressed per 1000 population per year,3,he praised the richness of the soil || weeds lovely in their rankness,0
